index,n,digits_Q47n,log10_n
1924,627479530185,545,11.797600
1925,627769379096,545,11.797800
1926,628135894116,545,11.798054
1927,628477295328,545,11.798290
1928,629458071525,545,11.798967
1929,629635554247,545,11.799089
1930,630176792930,545,11.799462
1931,630815628665,545,11.799902
1932,631596268213,545,11.800440
1933,631635847452,545,11.800467
1934,632045243521,545,11.800748
1935,632739242108,545,11.801225
1936,633123781322,545,11.801489
1937,633286784592,545,11.801600
1938,633657186720,545,11.801854
1939,634259046394,545,11.802267
1940,634862349991,545,11.802680
1941,635549124504,545,11.803149
1942,636214716310,545,11.803604
1943,636572346462,545,11.803848
1944,636701386716,545,11.803936
1945,636876583812,545,11.804055
1946,637045206074,545,11.804170
1947,637171060755,545,11.804256
1948,637627198883,545,11.804567
1949,637935422052,545,11.804777
1950,638718965706,545,11.805310
1951,639452790535,545,11.805808
1952,639617657232,545,11.805920
1953,639648898572,545,11.805942
1954,639675497244,545,11.805960
1955,639844746616,545,11.806075
1956,640707879440,545,11.806660
1957,640975425238,545,11.806841
1958,641220160638,545,11.807007
1959,641279309744,545,11.807047
1960,641749524236,545,11.807366
1961,642105798933,545,11.807607
1962,642270319378,545,11.807718
1963,642412732728,545,11.807814
1964,642918654060,545,11.808156
1965,643812349719,545,11.808759
1966,644957492057,545,11.809531
1967,644983733934,545,11.809549
1968,646359926285,545,11.810474
1969,647362365698,545,11.811147
1970,648702101719,546,11.812045
1971,649364210544,546,11.812488
1972,649576660380,546,11.812630
1973,649834947690,546,11.812803
1974,649960276265,546,11.812887
1975,650862350368,546,11.813489
1976,650872283908,546,11.813496
1977,651030149317,546,11.813601
1978,651316255838,546,11.813792
1979,651420729296,546,11.813862
1980,651913260441,546,11.814190
1981,652811321382,546,11.814788
1982,653079544855,546,11.814966
1983,653086378652,546,11.814971
1984,653103783945,546,11.814982
1985,653408156992,546,11.815185
1986,653412562422,546,11.815187
1987,653886866859,546,11.815503
1988,654959149370,546,11.816214
1989,655045625850,546,11.816272
1990,655522995017,546,11.816588
1991,656977811082,546,11.817551
1992,657238672434,546,11.817723
1993,657539390410,546,11.817922
1994,658647592152,546,11.818653
1995,659564081328,546,11.819257
1996,659606963967,546,11.819285
1997,659788856198,546,11.819405
1998,660070448025,546,11.819590
1999,660228332024,546,11.819694
2000,660809466507,546,11.820076
2001,662220639016,546,11.821003
2002,662666746916,546,11.821295
2003,662878555679,546,11.821434
2004,664099387669,546,11.822233
2005,664423767919,546,11.822445
2006,664725559351,546,11.822642
2007,666225352766,546,11.823621
2008,666852640466,546,11.824030
2009,666903350185,546,11.824063
2010,667137724286,546,11.824215
2011,667237761002,546,11.824281
2012,667890323477,546,11.824705
2013,667944525640,546,11.824740
2014,668000568861,546,11.824777
2015,668100971168,546,11.824842
2016,668568455625,546,11.825146
2017,668872927329,546,11.825344
2018,668982279551,546,11.825415
2019,669217502948,546,11.825567
2020,670039981603,546,11.826101
2021,670843074631,546,11.826621
2022,671141446553,546,11.826814
2023,671173694764,546,11.826835
2024,671207386766,546,11.826857
2025,671252585897,546,11.826886
2026,671510768449,546,11.827053
2027,671595475599,546,11.827108
2028,673160233864,546,11.828118
2029,673402473836,546,11.828275
2030,673532018604,546,11.828358
2031,673862936433,546,11.828572
2032,674617327231,546,11.829057
2033,675133245457,546,11.829389
2034,675201193046,546,11.829433
2035,675764011941,546,11.829795
2036,675865087415,546,11.829860
2037,676086520156,546,11.830002
2038,676308983701,546,11.830145
2039,676593967528,546,11.830328
2040,676782960305,546,11.830449
2041,677635742119,546,11.830996
2042,677986504714,546,11.831221
2043,678207014817,546,11.831362
2044,678732838061,546,11.831699
2045,679330034411,546,11.832081
2046,679687730459,546,11.832309
2047,679694920131,546,11.832314
2048,679911774741,546,11.832453
2049,679933445480,546,11.832466
2050,680181239311,546,11.832625
2051,680350423264,546,11.832733
2052,680372560833,546,11.832747
2053,680454125080,546,11.832799
2054,680891377406,546,11.833078
2055,681140613479,547,11.833237
2056,681199396941,547,11.833274
2057,681970438225,547,11.833766
2058,682098037567,547,11.833847
2059,682164181507,547,11.833889
2060,682751387737,547,11.834263
2061,682999121694,547,11.834420
2062,683129155387,547,11.834503
2063,683254436317,547,11.834582
2064,683377081326,547,11.834660
2065,683524004862,547,11.834754
2066,683672763190,547,11.834848
2067,685133554494,547,11.835775
2068,685162783730,547,11.835794
2069,685285342412,547,11.835871
2070,685865774728,547,11.836239
2071,685949488851,547,11.836292
2072,686256166876,547,11.836486
2073,686953436830,547,11.836927
2074,687177445796,547,11.837069
2075,687430547220,547,11.837229
2076,687767371831,547,11.837442
2077,688081093673,547,11.837640
2078,689307526282,547,11.838413
2079,689488666170,547,11.838527
2080,690774660664,547,11.839336
2081,690814009688,547,11.839361
2082,691101403813,547,11.839542
2083,692088248689,547,11.840161
2084,692467628925,547,11.840399
2085,693016804057,547,11.840744
2086,693262957510,547,11.840898
2087,693473803456,547,11.841030
2088,693666283700,547,11.841151
2089,694127530697,547,11.841439
2090,694342269804,547,11.841574
2091,694530648433,547,11.841691
2092,695728998378,547,11.842440
2093,695917772851,547,11.842558
2094,696237153914,547,11.842757
2095,696693940310,547,11.843042
2096,696717680651,547,11.843057
2097,697164735005,547,11.843335
2098,697356089165,547,11.843455
2099,697677861431,547,11.843655
2100,698088778143,547,11.843911
2101,698157540014,547,11.843953
2102,698684817396,547,11.844281
2103,698698592416,547,11.844290
2104,699252161175,547,11.844634
2105,699327998213,547,11.844681
2106,699569228402,547,11.844831
2107,699908000420,547,11.845041
2108,700076831452,547,11.845146
2109,700158869513,547,11.845197
2110,700359909271,547,11.845321
2111,700505095906,547,11.845411
2112,701141191652,547,11.845805
2113,701701087420,547,11.846152
2114,701877091345,547,11.846261
2115,702650694766,547,11.846739
2116,703228249306,547,11.847096
2117,703463192803,547,11.847241
2118,704705526865,547,11.848008
2119,705195668203,547,11.848310
2120,705616959993,547,11.848569
2121,706068113844,547,11.848847
2122,706388596866,547,11.849044
2123,707129794435,547,11.849499
2124,707252356205,547,11.849574
2125,707638252194,547,11.849811
2126,707922179201,547,11.849986
2127,707938032333,547,11.849995
2128,708009905876,547,11.850039
2129,708964219759,547,11.850624
2130,709457077478,547,11.850926
2131,709928405044,547,11.851215
2132,710114260838,547,11.851328
2133,710544217258,547,11.851591
2134,710573189625,547,11.851609
2135,710585251690,547,11.851616
2136,710724465173,547,11.851701
2137,710795159945,547,11.851744
2138,711369955779,547,11.852096
2139,711379654286,547,11.852101
2140,711624653979,547,11.852251
2141,712455607620,547,11.852758
2142,712614241120,547,11.852854
2143,713350375225,547,11.853303
2144,713537922606,547,11.853417
2145,713884314124,547,11.853628
2146,714172715954,547,11.853803
2147,714422691780,547,11.853955
2148,715424687229,547,11.854564
2149,716639417505,548,11.855301
2150,716728522912,548,11.855355
2151,716738681539,548,11.855361
2152,717390511329,548,11.855756
2153,717633392283,548,11.855903
2154,718389904238,548,11.856360
2155,718830189310,548,11.856626
2156,719059780219,548,11.856765
2157,719433283553,548,11.856991
2158,719821351938,548,11.857225
2159,720576292020,548,11.857680
2160,721509762748,548,11.858242
2161,721631268506,548,11.858315
2162,723547607527,548,11.859467
2163,724262569925,548,11.859896
2164,724560069108,548,11.860074
2165,725946995582,548,11.860905
2166,726121968516,548,11.861010
2167,726473910133,548,11.861220
2168,726625403843,548,11.861311
2169,727064458836,548,11.861573
2170,727272031560,548,11.861697
2171,727311580960,548,11.861721
2172,727880261891,548,11.862060
2173,728175229837,548,11.862236
2174,728387682279,548,11.862363
2175,728497582013,548,11.862428
2176,729058763243,548,11.862763
2177,730264775011,548,11.863480
2178,731343698339,548,11.864122
2179,731428984345,548,11.864172
2180,731743560793,548,11.864359
2181,731919301812,548,11.864463
2182,732233381803,548,11.864650
2183,732874365036,548,11.865030
2184,733435973089,548,11.865362
2185,733646963174,548,11.865487
2186,733890482491,548,11.865631
2187,733981461195,548,11.865685
2188,734050133937,548,11.865726
2189,735060908628,548,11.866323
2190,736059870491,548,11.866913
2191,736072749461,548,11.866921
2192,736576604106,548,11.867218
2193,737176569692,548,11.867572
2194,737289544289,548,11.867638
2195,737604995902,548,11.867824
2196,738146461574,548,11.868143
2197,738306086856,548,11.868236
2198,738568143889,548,11.868391
2199,739223721460,548,11.868776
2200,739479810193,548,11.868926
2201,739722997547,548,11.869069
2202,739768652927,548,11.869096
2203,740043665084,548,11.869257
2204,740071409837,548,11.869274
2205,740080011288,548,11.869279
2206,740840801666,548,11.869725
2207,741042392408,548,11.869843
2208,741115216485,548,11.869886
2209,742225655444,548,11.870536
2210,742878452033,548,11.870918
2211,742916298874,548,11.870940
2212,743298103424,548,11.871163
2213,743531919197,548,11.871300
2214,744426937639,548,11.871822
2215,744750651639,548,11.872011
2216,744853874438,548,11.872071
2217,745096655029,548,11.872213
2218,745181189597,548,11.872262
2219,745800712012,548,11.872623
2220,745861886739,548,11.872658
2221,745877625673,548,11.872668
2222,746958856582,548,11.873297
2223,746966121781,548,11.873301
2224,747505992243,548,11.873615
2225,747876992166,548,11.873830
2226,748879446599,548,11.874412
2227,749035350720,548,11.874502
2228,749157891327,548,11.874573
2229,749160973332,548,11.874575
2230,749635830658,548,11.874850
2231,750186690984,548,11.875169
2232,750756052844,548,11.875499
2233,752130077924,548,11.876293
2234,752428083390,548,11.876465
2235,752763246846,548,11.876658
2236,752890530080,549,11.876732
2237,753667326245,549,11.877180
2238,753916050848,549,11.877323
2239,754173280772,549,11.877471
2240,754316181116,549,11.877553
2241,754409091816,549,11.877607
2242,755365644014,549,11.878157
2243,755673047411,549,11.878334
2244,756478982352,549,11.878797
2245,757051469312,549,11.879125
2246,757289903195,549,11.879262
2247,757601887961,549,11.879441
2248,758308888032,549,11.879846
2249,758395069749,549,11.879896
2250,758524005103,549,11.879969
2251,758639694866,549,11.880036
2252,758789517959,549,11.880121
2253,758947330869,549,11.880212
2254,758982591487,549,11.880232
2255,759604060177,549,11.880587
2256,760118333876,549,11.880881
2257,760126747430,549,11.880886
2258,760816484672,549,11.881280
2259,760911902024,549,11.881334
2260,761301659144,549,11.881557
2261,761501672249,549,11.881671
2262,761970408863,549,11.881938
2263,762882800186,549,11.882458
2264,763377008660,549,11.882739
2265,763812574895,549,11.882987
2266,764390603050,549,11.883315
2267,764623199326,549,11.883447
2268,764639153757,549,11.883457
2269,765225884292,549,11.883790
2270,765231348195,549,11.883793
2271,765436880560,549,11.883909
2272,765558401363,549,11.883978
2273,765631360326,549,11.884020
2274,765737950192,549,11.884080
2275,765858629918,549,11.884149
2276,766059611588,549,11.884263
2277,766930415216,549,11.884756
2278,767975625282,549,11.885347
2279,768000692821,549,11.885362
2280,768067643299,549,11.885399
2281,768211948044,549,11.885481
2282,769293987049,549,11.886092
2283,769397686946,549,11.886151
2284,770389793189,549,11.886711
2285,770419234343,549,11.886727
2286,770475111565,549,11.886759
2287,770955940045,549,11.887030
2288,771369861282,549,11.887263
2289,771616167176,549,11.887401
2290,771921490001,549,11.887573
2291,772653923672,549,11.887985
2292,773769719300,549,11.888612
2293,774748179810,549,11.889161
2294,775039343266,549,11.889324
2295,775153836645,549,11.889388
2296,775246998441,549,11.889440
2297,775938454917,549,11.889827
2298,776018939607,549,11.889872
2299,776160911207,549,11.889952
2300,776238379005,549,11.889995
2301,776742673164,549,11.890277
2302,776778090554,549,11.890297
2303,777659062553,549,11.890789
2304,777713714390,549,11.890820
2305,778141524040,549,11.891059
2306,778391434691,549,11.891198
2307,778451610135,549,11.891232
2308,778501163575,549,11.891259
2309,779015986389,549,11.891546
2310,779231062592,549,11.891666
2311,779262842320,549,11.891684
2312,779632353882,549,11.891890
2313,779814384386,549,11.891991
2314,779840956700,549,11.892006
2315,780179030051,549,11.892194
2316,780562570891,549,11.892408
2317,780938188362,549,11.892617
2318,781514847250,549,11.892937
2319,781675486009,549,11.893026
2320,782200828854,549,11.893318
2321,782381023854,549,11.893418
2322,782693746314,549,11.893592
2323,783247160233,549,11.893899
2324,783325824353,549,11.893942
2325,783622813809,549,11.894107
2326,784018709795,549,11.894326
2327,784105929475,549,11.894375
2328,784464730863,549,11.894573
2329,787895186813,549,11.896468
2330,788196456793,549,11.896634
2331,788963974421,549,11.897057
2332,789203829271,549,11.897189
2333,789208212960,549,11.897192
2334,790262188747,549,11.897771
2335,790654230109,549,11.897987
2336,790904729436,549,11.898124
2337,791520902140,550,11.898462
2338,791914832667,550,11.898678
2339,792004884207,550,11.898728
2340,792084784285,550,11.898772
2341,792388193185,550,11.898938
2342,792836315757,550,11.899184
2343,792941523952,550,11.899241
2344,793091861506,550,11.899323
2345,793127751458,550,11.899343
2346,793589609093,550,11.899596
2347,794207542346,550,11.899934
2348,794514857763,550,11.900102
2349,794787554511,550,11.900251
2350,795398008604,550,11.900584
2351,796158144292,550,11.900999
2352,796172742907,550,11.901007
2353,796803915282,550,11.901351
2354,796944494994,550,11.901428
2355,797263338622,550,11.901602
2356,798350817853,550,11.902194
2357,798533245779,550,11.902293
2358,799194154649,550,11.902652
2359,4797791281515731837961,1000,21.681041
